Rank	Game	Score	VoteCount	Years
38	Floating Point	8.22	3801	2014
39	Amazing Frog?	8.21	10713	2014
40	Freedom Planet	8.2	4739	2014
41	Octodad: Dadliest Catch	8.2	10080	2014
42	Life Goes On: Done to Death	8.18	2405	2014
43	The Legend of Heroes: Trails in the Sky	8.18	9390	2014
44	Hatoful Boyfriend	8.17	7408	2014
45	Choice of Robots	8.17	1988	2014
46	Blackwell Epiphany	8.17	920	2014
47	Lethal League	8.17	6064	2014
48	NoLimits 2 Roller Coaster Simulation	8.16	1501	2014
49	Wolfenstein: The New Order	8.15	55989	2014
50	TowerFall Ascension	8.15	3397	2014
51	Detective Grimoire	8.14	2135	2014
52	Double Action: Boogaloo	8.14	11338	2014
53	Jazzpunk: Director's Cut	8.13	7620	2014
54	Estranged: Act I	8.12	7116	2014
55	Metro 2033 Redux	8.12	93221	2014
56	Grim Legends: The Forsaken Bride	8.12	1622	2014
57	Men of War: Assault Squad 2	8.12	43963	2014
58	One Way Heroics	8.12	4039	2014
59	A Story About My Uncle	8.11	28884	2014
60	Fistful of Frags	8.11	36171	2014
61	Goat Simulator	8.11	68410	2014
62	Farming Simulator 15	8.11	15350	2014
63	Turbo Dismount™	8.11	5696	2014
64	Hexcells Plus	8.11	2660	2014
65	Grim Legends 2: Song of the Dark Swan	8.1	1293	2014
66	Metro: Last Light Redux	8.09	68823	2014
67	Chicken Invaders 4	8.09	547	2014
68	Ikaruga	8.09	2213	2014
69	The Last Door - Collector's Edition	8.08	2319	2014
70	Coming Out on Top	8.08	1377	2014
71	Child of Light	8.06	13178	2014
72	KAMI	8.06	1239	2014
73	Guacamelee! Super Turbo Championship Edition	8.06	6705	2014
74	Banished	8.05	42055	2014
75	Infested Planet	8.04	2945	2014
76	Divinity: Original Sin (Classic)	8.04	11777	2014
77	Max: The Curse of Brotherhood	8.03	1559	2014
78	Crimson Imprint plus -Nonexistent Christmas-	8.02	2087	2014
79	UnEpic	7.99	7963	2014
80	Momodora III	7.98	1392	2014
81	Crimsonland	7.98	2973	2014
82	Sunrider: Mask of Arcadius	7.96	2780	2014
83	Bloons Monkey City	7.96	6140	2014
84	Home Sheep Home: Farmageddon Party Edition	7.96	659	2014
85	Black Ice	7.96	659	2014
86	Ultra Street Fighter® IV	7.95	15529	2014
87	The Last Sovereign	7.95	675	2014
88	Valkyria Chronicles™	7.95	12821	2014
89	The Journey Down: Chapter Two	7.94	535	2014
90	Shovel Knight: Shovel of Hope	7.93	857	2014
91	Rodina	7.92	1324	2014
92	Escape Goat 2	7.91	436	2014
93	DARK SOULS™ II	7.91	44019	2014
94	LUFTRAUSERS	7.9	4420	2014
95	FINAL FANTASY XIV Online	7.9	79428	2014
96	Knightmare Tower	7.9	689	2014
97	The Sims™ 4	7.9	166363	2014
98	Boson X	7.89	1563	2014
99	Legend of Grimrock 2	7.89	3764	2014
100	Super Panda Adventures	7.88	937	2014
101	Wargame: Red Dragon	7.88	19061	2014
102	Sherlock Holmes: Crimes and Punishments	7.88	7109	2014
103	Nidhogg	7.88	7662	2014
104	ibb & obb	7.88	6583	2014
105	METAL SLUG 3	7.88	8543	2014
106	Town of Salem	7.88	36397	2014
107	Voices from the Sea	7.87	1263	2014
108	The Banner Saga	7.87	15477	2014
109	Caravaneer 2	7.87	478	2014
110	The Desolate Hope	7.86	1612	2014
111	Sokobond	7.86	633	2014
112	Screencheat	7.85	1883	2014
113	Sisyphus Reborn	7.85	1041	2014
114	Depth	7.84	32679	2014
115	Danmaku Amanojaku ~ Impossible Spell Card.	7.84	167	2014
116	Craft The World	7.84	15814	2014
117	Shadowrun: Dragonfall - Director's Cut	7.84	6271	2014
118	LEGO® Batman™ 3: Beyond Gotham	7.84	8613	2014
119	The Jackbox Party Pack	7.83	1820	2014
120	NEO Scavenger	7.83	5210	2014
121	THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION	7.83	2791	2014
122	Roundabout	7.83	589	2014
123	Lovely Planet	7.82	2673	2014
124	Mountain	7.82	16242	2014
125	Monsters Ate My Birthday Cake	7.8	116	2014
126	Marvin's Mittens	7.8	205	2014
127	Tin Star	7.8	296	2014
128	Contraption Maker	7.79	1263	2014
129	Icewind Dale: Enhanced Edition	7.79	3277	2014
130	Year Walk	7.79	1990	2014
131	Dungeonmans	7.79	1155	2014
132	Sigils of Elohim	7.78	1160	2014
133	The Vanishing of Ethan Carter	7.78	8814	2014
134	QP Shooting - Dangerous!!	7.77	505	2014
135	Ryse: Son of Rome	7.77	40232	2014
136	Desert Golfing	7.76	87	2014
137	Splatter - Zombiecalypse Now	7.76	2358	2014
138	Letter Quest: Grimm's Journey	7.75	414	2014
139	Gabriel Knight: Sins of the Fathers 20th Anniversary Edition	7.75	1085	2014
140	Micron	7.75	184	2014
141	Super Trench Attack!	7.74	1275	2014
142	BlazBlue: Continuum Shift Extend	7.74	1574	2014
143	The Counting Kingdom	7.74	114	2014
144	LOVE	7.72	1167	2014
145	Death Skid Marks	7.72	768	2014
146	Danmaku Unlimited 2	7.72	459	2014
147	Boring Man - Online Tactical Stickman Combat	7.72	5450	2014
148	Cannon Brawl	7.72	796	2014
149	Hidden Object Bundle 4 in 1	7.7	404	2014
150	Broken Sword 5 - the Serpent's Curse	7.7	2634	2014
151	Geometry Wars™ 3: Dimensions Evolved	7.7	1511	2014
152	Yet Another Zombie Defense	7.69	12323	2014
153	Sentinels of the Multiverse	7.69	1598	2014
154	METAL SLUG X	7.68	3526	2014
155	Circuits	7.68	2094	2014
156	Half Minute Hero: The Second Coming	7.68	551	2014
157	The Fall	7.67	3664	2014
158	Ascension: Deckbuilding Game	7.66	1568	2014
159	Xenonauts	7.65	4869	2014
160	realMyst: Masterpiece Edition	7.65	1520	2014
161	Retro City Rampage™ DX	7.64	2396	2014
162	6180 the moon	7.64	495	2014
163	Freedom Fall	7.64	385	2014
164	The Evil Within	7.64	30001	2014
165	Murdered: Soul Suspect	7.64	16556	2014
166	About Love, Hate and the other ones	7.63	827	2014
167	Bardbarian	7.62	1492	2014
168	The LEGO® Movie - Videogame	7.62	5183	2014
169	Eufloria HD	7.62	799	2014
170	Fable Anniversary	7.62	14411	2014
171	Super Time Force Ultra	7.62	950	2014
172	Magicmaker	7.62	598	2014
173	Angvik	7.62	2499	2014
174	Dungeon of the ENDLESS™	7.61	13682	2014
175	Far Cry® 4	7.61	59982	2014
176	JUJU	7.6	117	2014
177	Astebreed: Definitive Edition	7.6	1566	2014
178	Murder Miners	7.59	6328	2014
179	Battle Academy 2: Eastern Front	7.59	224	2014
180	Deponia: The Complete Journey	7.59	6496	2014
181	Gray Matter	7.58	700	2014
182	Costume Quest 2	7.58	939	2014
183	REVOLVER360 RE:ACTOR	7.58	380	2014
184	BlazeRush	7.58	1641	2014
185	WazHack	7.58	703	2014
186	Cho Dengeki Stryker All Ages Version	7.57	121	2014
187	Card City Nights	7.57	986	2014
188	Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition	7.56	129	2014
189	Oblivious Garden ~Carmina Burana	7.56	548	2014
190	Haunt the House: Terrortown	7.56	2101	2014
191	Jacob Jones and the Bigfoot Mystery : Episode 1	7.56	36	2014
192	FATE: The Cursed King	7.55	511	2014
193	Heroine's Quest: The Herald of Ragnarok	7.55	1358	2014
194	STARWHAL	7.54	699	2014
195	A Date in the Park	7.54	1841	2014
196	Beyond Gravity	7.54	890	2014
197	Rollers of the Realm	7.54	696	2014
198	Magicite	7.54	7574	2014
199	Cosmic DJ	7.53	1059	2014
200	A Bird Story	7.53	10220	2014
201	Descent 2	7.53	151	2014
202	BlazBlue: Calamity Trigger	7.53	3118	2014
203	Ziggurat	7.52	3848	2014
204	METAL GEAR SOLID V: GROUND ZEROES	7.52	16826	2014
205	World of Guns: Gun Disassembly	7.52	19172	2014
206	DG2: Defense Grid 2	7.52	3129	2014
207	Skyborn	7.52	1701	2014
208	Super Win the Game	7.52	638	2014
209	Outcast 1.1	7.52	585	2014
210	Jets'n'Guns Gold	7.52	1476	2014
211	Tesla Effect: A Tex Murphy Adventure	7.51	1290	2014
212	Riptide GP2	7.5	536	2014
213	Nearwood - Collector's Edition	7.5	304	2014
214	DYNASTY WARRIORS 8: Xtreme Legends Complete Edition	7.5	13405	2014
215	Don Bradman Cricket 14	7.5	770	2014
216	So Many Me	7.5	106	2014
217	ENDLESS™ Legend	7.49	18555	2014
218	Lumino City	7.49	1347	2014
219	NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution	7.49	8669	2014
220	Qbeh-1: The Atlas Cube	7.48	703	2014
221	Castlevania: Lords of Shadow 2	7.48	5760	2014
222	EvilQuest	7.48	658	2014
223	Chronology	7.48	944	2014
224	Claws & Feathers	7.47	93	2014
225	Gunman Clive	7.47	784	2014
226	Velocibox	7.47	641	2014
227	FOTONICA	7.46	861	2014
228	NaissanceE	7.46	3833	2014
229	Dream Quest	7.46	304	2014
230	Rising World	7.46	5255	2014
231	Beeswing	7.46	152	2014
232	Max Gentlemen	7.46	869	2014
233	Sneaky Sneaky	7.45	278	2014
234	Space Run	7.45	2078	2014
235	Gun Wings	7.45	417	2014
236	The Elder Scrolls® Online	7.45	152181	2014
237	Pivvot	7.45	230	2014
238	KAMUI	7.44	197	2014
239	Time Rifters	7.44	435	2014
240	Cloudbuilt	7.44	932	2014
241	MouseCraft	7.44	310	2014
242	Shantae: Risky's Revenge - Director's Cut	7.43	1579	2014
243	Aritana and the Harpy's Feather	7.43	122	2014
244	Broken Age	7.43	7958	2014
245	Driftmoon	7.43	269	2014
246	NOBUNAGA'S AMBITION: Souzou	7.42	1164	2014
247	Shadowgate	7.42	691	2014
248	Bloo Kid 2	7.42	273	2014
249	Sniper Elite 3	7.41	26994	2014
250	Styx: Master of Shadows	7.41	10427	2014
1	BeamNG.drive	8.73	312305	2015
2	The Witcher 3: Wild Hunt	8.68	826575	2015
3	Undertale	8.66	263067	2015
4	Life is Strange - Episode 1	8.59	168631	2015
5	Dying Light	8.57	452704	2015
6	Broforce	8.57	58617	2015
7	Duck Game	8.51	38369	2015
8	Fran Bow	8.5	18684	2015
9	Keep Talking and Nobody Explodes	8.5	15565	2015
10	Kerbal Space Program	8.49	126136	2015
11	Eternal Senia	8.48	11941	2015
12	SOMA	8.47	44633	2015
13	Universe Sandbox	8.47	26776	2015
14	Hylics	8.46	6432	2015
15	HuniePop	8.43	31347	2015
16	Crypt of the NecroDancer	8.41	25002	2015
17	Nuclear Throne	8.41	17889	2015
18	Hook	8.4	8880	2015
19	Mini Metro	8.4	15552	2015
20	Tabletop Simulator	8.39	69912	2015
21	Refunct	8.39	17317	2015
22	Downwell	8.37	8153	2015
23	Cities: Skylines	8.37	273120	2015
24	Hotline Miami 2: Wrong Number	8.36	65359	2015
25	The Legend of Heroes: Trails in the Sky SC	8.36	3631	2015
26	eden*	8.35	4575	2015
27	GUILTY GEAR XX ACCENT CORE PLUS R	8.33	7118	2015
28	Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad	8.3	9882	2015
29	TIS-100	8.29	3852	2015
30	Higurashi When They Cry Hou - Ch.1 Onikakushi	8.29	5187	2015
31	Touhou Kanjuden ~ Legacy of Lunatic Kingdom.	8.26	1313	2015
32	Hacknet	8.25	25003	2015
33	NEKOPARA Vol. 0	8.24	17502	2015
34	Hyperdimension Neptunia Re;Birth1	8.24	12059	2015
35	Cat Goes Fishing	8.24	13840	2015
36	Mad Max	8.23	81792	2015
37	fault - milestone two side:above	8.21	2558	2015
38	METAL GEAR SOLID V: THE PHANTOM PAIN	8.21	98841	2015
39	GemCraft - Chasing Shadows	8.2	4115	2015
40	Software Inc.	8.19	7155	2015
41	Gaokao.Love.100Days	8.19	7600	2015
42	Automation - The Car Company Tycoon Game	8.18	14049	2015
43	Viscera Cleanup Detail	8.18	22114	2015
44	THE KING OF FIGHTERS 2002 UNLIMITED MATCH	8.17	4621	2015
45	Contradiction: Spot The Liar	8.17	3114	2015
46	Higurashi When They Cry Hou - Ch.2 Watanagashi	8.17	1419	2015
47	Mushihimesama	8.17	1394	2015
48	Kitty Powers' Matchmaker	8.16	1681	2015
49	DISTRAINT: Deluxe Edition	8.16	12148	2015
50	Spooky's Jump Scare Mansion	8.15	14951	2015
51	Timberman	8.15	11254	2015
52	SimplePlanes	8.15	10412	2015
53	Five Nights at Freddy's 4	8.14	14593	2015
54	Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist	8.14	9713	2015
55	Dungeon Warfare	8.14	1899	2015
56	The Jackbox Party Pack 2	8.14	2075	2015
57	Love at First Sight	8.13	1425	2015
58	Resident Evil	8.13	26283	2015
59	Hyperdimension Neptunia Re;Birth3 V Generation	8.12	3442	2015
60	Car Mechanic Simulator 2015	8.12	14567	2015
61	Reassembly	8.11	3940	2015
62	The Silent Age	8.11	7068	2015
63	Human Resource Machine	8.11	4358	2015
64	Infinifactory	8.11	2408	2015
65	Relic Hunters Zero: Remix	8.11	6773	2015
66	Paint it Back	8.1	538	2015
67	Bullet Heaven 2	8.09	494	2015
68	Aviary Attorney	8.09	2161	2015
69	Barony	8.09	10068	2015
70	Chicken Invaders 5	8.09	1030	2015
71	Chroma Squad	8.07	4401	2015
72	Hero of the Kingdom II	8.07	2433	2015
73	Tormentum - Dark Sorrow	8.06	2605	2015
74	LEGO® Jurassic World	8.06	9323	2015
75	12 Labours of Hercules	8.05	3011	2015
76	Viridi	8.04	9279	2015
77	Endless Sky	8.04	6572	2015
78	Assault Android Cactus+	8.03	1953	2015
79	A Good Snowman Is Hard To Build	8.03	1013	2015
80	Lovers in a Dangerous Spacetime	8.03	3847	2015
81	Clicker Heroes	8.02	61136	2015
82	Kingdom: Classic	8.02	21972	2015
83	HELLDIVERS™ Dive Harder Edition	8.02	31194	2015
84	Streets of Fury EX	8.02	752	2015
85	Technobabylon	8.01	1533	2015
86	Quell	8.01	433	2015
87	Endless ATC	8	439	2015
88	Rampage Knights	8	3554	2015
89	Shantae and the Pirate's Curse	7.99	2812	2015
90	Robot Roller-Derby Disco Dodgeball	7.99	3873	2015
91	Prison Architect	7.99	72022	2015
92	Batman™: Arkham Knight	7.98	137966	2015
93	Wolfenstein: The Old Blood	7.97	20505	2015
94	Grow Home	7.97	5438	2015
95	Dino Run DX	7.97	1490	2015
96	Divinity: Original Sin - Enhanced Edition	7.97	28750	2015
97	The Escapists	7.97	16015	2015
98	Kero Blaster	7.97	1416	2015
99	Invisible, Inc.	7.96	5585	2015
100	Amnesia™: Memories	7.96	3713	2015
101	Jigoku Kisetsukan: Sense of the Seasons	7.96	1753	2015
102	DRAGON BALL XENOVERSE	7.95	20781	2015
103	Dropsy	7.95	2020	2015
104	HyperRogue	7.95	449	2015
105	Duet	7.95	814	2015
106	Hyperdimension Neptunia Re;Birth2: Sisters Generation	7.95	3251	2015
107	Regency Solitaire	7.95	831	2015
108	A Kiss For The Petals - Remembering How We Met	7.94	1648	2015
109	Fausts Alptraum	7.94	1139	2015
110	Snakebird	7.94	1162	2015
111	Snail Bob 2: Tiny Troubles	7.94	272	2015
112	Axiom Verge	7.94	5992	2015
113	Nyan Cat: Lost In Space	7.93	1840	2015
114	Grim Fandango Remastered	7.93	8113	2015
115	Zoombinis	7.93	1174	2015
116	Party Hard	7.93	11384	2015
117	Sky Force Anniversary	7.93	2077	2015
118	Guns, Gore & Cannoli	7.92	3809	2015
119	Farm Frenzy Collection	7.92	456	2015
120	Five Nights at Freddy's 3	7.92	9956	2015
121	Lakeview Cabin Collection	7.91	1865	2015
122	Gravity Ghost	7.91	301	2015
123	Spooky Bonus	7.91	329	2015
124	Renowned Explorers: International Society	7.9	2839	2015
125	Flywrench	7.9	339	2015
126	Emily is Away	7.9	31815	2015
127	Templar Battleforce	7.89	947	2015
128	ESCHATOS	7.89	254	2015
129	Voidspire Tactics	7.88	267	2015
130	AdVenture Capitalist	7.88	58880	2015
131	Her Story	7.88	9623	2015
132	The Magic Circle	7.88	1471	2015
133	GUILTY GEAR Xrd -SIGN-	7.87	2692	2015
134	Monstrum	7.87	3432	2015
135	The Consuming Shadow	7.87	396	2015
136	Hand of Fate	7.87	10539	2015
137	The Fruit of Grisaia	7.86	1048	2015
138	Blue Estate The Game	7.86	1691	2015
139	Pink Hour	7.86	999	2015
140	Pillars of Eternity	7.85	24435	2015
141	Turbo Pug	7.85	3342	2015
142	Devil May Cry 4 Special Edition	7.85	17237	2015
143	Dreaming Sarah	7.85	2787	2015
144	Why Am I Dead At Sea	7.84	414	2015
145	Westerado: Double Barreled	7.84	1871	2015
146	Carpe Diem	7.84	8535	2015
147	Transformice	7.84	27463	2015
148	Koi-Koi Japan [Hanafuda playing cards]	7.83	1127	2015
149	SC2VN - The eSports Visual Novel	7.83	872	2015
150	WolfQuest: Classic	7.83	1648	2015
151	Divide By Sheep	7.83	2615	2015
152	The Beginner's Guide	7.83	21879	2015
153	SanctuaryRPG: Black Edition	7.82	1564	2015
154	Blockwick 2	7.82	173	2015
155	Apotheon	7.82	3728	2015
156	Tokyo School Life	7.82	670	2015
157	Homeworld Remastered Collection	7.81	13500	2015
158	The Deed	7.81	3031	2015
159	Hatoful Boyfriend: Holiday Star	7.81	553	2015
160	Fishing Planet	7.8	64159	2015
161	Morningstar: Descent to Deadrock	7.8	557	2015
162	Crystal Story II	7.8	324	2015
163	Stray Cat Crossing	7.8	640	2015
164	RUNNING WITH RIFLES	7.8	16055	2015
165	G-senjou no Maou - The Devil on G-String	7.79	687	2015
166	Echoes+	7.79	860	2015
167	Robbery Bob: Man of Steal	7.79	130	2015
168	The Mammoth: A Cave Painting	7.79	1056	2015
169	Quell Memento	7.79	216	2015
170	King's Quest	7.79	2858	2015
171	Train Valley	7.79	3287	2015
172	Cats are Liquid - A Light in the Shadows	7.79	669	2015
173	Dark Echo	7.79	832	2015
174	80 Days	7.78	1948	2015
175	METAL SLUG	7.78	4388	2015
176	Gurumin: A Monstrous Adventure	7.77	999	2015
177	9 Clues 2: The Ward	7.76	955	2015
178	Kung Fury: Street Rage - Ultimate Edition	7.76	2481	2015
179	LOOP: A Tranquil Puzzle Game	7.76	133	2015
180	Chicken Invaders 3	7.76	364	2015
181	12 Labours of Hercules II: The Cretan Bull	7.75	2076	2015
182	UBERMOSH	7.75	3692	2015
183	Supercharged Robot VULKAISER	7.75	315	2015
184	Please, Don’t Touch Anything	7.74	5251	2015
185	Quiplash	7.74	2177	2015
186	Zombie Kill of the Week - Reborn	7.74	1077	2015
187	Unium	7.74	312	2015
188	WORLD END ECONOMiCA episode.02	7.74	243	2015
189	The Book of Unwritten Tales 2	7.74	965	2015
190	Fairy Fencer F	7.74	2354	2015
191	PewDiePie: Legend of the Brofist	7.74	1605	2015
192	Tom Clancy's Rainbow Six® Siege	7.73	1383573	2015
193	A Study in Steampunk: Choice by Gaslight	7.73	177	2015
194	System Shock: Enhanced Edition	7.73	2140	2015
195	SquareCells	7.73	1173	2015
196	Kalimba	7.73	561	2015
197	Lost Lands: Dark Overlord Collector's Edition	7.73	236	2015
198	Fort Meow	7.73	270	2015
199	Verdun	7.72	37247	2015
200	Frosty Kiss	7.71	1530	2015
201	hocus	7.71	785	2015
202	Lost Lands: A Hidden Object Adventure	7.71	5658	2015
203	FutaDomWorld	7.71	132	2015
204	Lost Lands: The Four Horsemen Collector's Edition	7.7	280	2015
205	Stardust Galaxy Warriors: Stellar Climax	7.7	225	2015
206	Gathering Sky	7.7	332	2015
207	Zombie Army Trilogy	7.7	17514	2015
208	Crash Drive 2	7.7	1421	2015
209	Turtle Odyssey	7.7	189	2015
210	Leo’s Fortune - HD Edition	7.69	409	2015
211	MechaNika	7.69	861	2015
212	Oh...Sir! Prototype	7.69	840	2015
213	Tallowmere	7.69	838	2015
214	Ys VI: The Ark of Napishtim	7.69	1304	2015
215	Mortal Kombat X	7.68	55546	2015
216	Circa Infinity	7.68	270	2015
217	Quell Reflect	7.68	183	2015
218	Time Clickers	7.68	5046	2015
219	Off-Peak	7.67	1714	2015
220	UnderRail	7.67	6355	2015
221	Tcheco in the Castle of Lucio	7.67	998	2015
222	Call of Duty®: Black Ops III	7.67	212828	2015
223	Super Mega Baseball: Extra Innings	7.67	961	2015
224	Brilliant Shadows - Part One of the Book of Gray Magic	7.67	190	2015
225	Pathologic Classic HD	7.66	4000	2015
226	Absolute Drift	7.66	2974	2015
227	Letter Quest: Grimm's Journey Remastered	7.66	527	2015
228	Portal of Evil: Stolen Runes Collector's Edition	7.66	490	2015
229	Militia	7.65	141	2015
230	Catlateral Damage	7.65	1351	2015
231	Anthophobia	7.65	205	2015
232	TowerClimb	7.65	381	2015
233	Game Corp DX	7.65	3073	2015
234	Metamorphabet	7.64	115	2015
235	Sayonara Umihara Kawase	7.64	160	2015
236	Missing Translation	7.64	3244	2015
237	Waves 2: Notorious	7.64	309	2015
238	Without Within	7.63	2018	2015
239	Anna's Quest	7.63	2305	2015
240	DARK SOULS™ II: Scholar of the First Sin	7.63	114048	2015
241	The Enchanted Cave 2	7.63	789	2015
242	Evoland 2	7.63	3829	2015
243	Chip's Challenge 1	7.63	870	2015
244	TransPlan	7.62	275	2015
245	Black Closet	7.62	265	2015
246	Assassin’s Creed® Rogue	7.62	17645	2015
247	Tinertia	7.62	109	2015
248	Who Is Mike - A Visual Novel	7.62	461	2015
249	Just Cause™ 3	7.62	121406	2015
250	Umihara Kawase	7.61	213	2015
1	Stardew Valley	8.87	869291	2016
2	OneShot	8.66	51305	2016
3	American Truck Simulator	8.64	172277	2016
4	Don't Starve Together	8.59	493269	2016
5	INSIDE	8.58	66773	2016
6	VA-11 Hall-A: Cyberpunk Bartender Action	8.57	36104	2016
7	Titanfall® 2	8.55	252339	2016
8	DOOM	8.55	202858	2016
9	The Room Two	8.53	19704	2016
10	Iron Snout	8.53	17322	2016
11	STEINS;GATE	8.52	20555	2016
12	Sally Face - Episode One	8.51	22069	2016
13	Hot Dogs, Horseshoes & Hand Grenades	8.5	21830	2016
14	DARK SOULS™ III	8.5	408373	2016
15	Enter the Gungeon	8.49	84197	2016
16	Human Fall Flat	8.49	212371	2016
17	Ultimate Chicken Horse	8.47	47570	2016
18	Shadow Tactics: Blades of the Shogun	8.47	37025	2016
19	Danganronpa 2: Goodbye Despair	8.46	26277	2016
20	Ori and the Blind Forest: Definitive Edition	8.45	66182	2016
21	Danganronpa: Trigger Happy Havoc	8.45	30037	2016
22	NEKOPARA Vol. 2	8.44	12561	2016
23	Rise of the Tomb Raider™	8.41	134906	2016
24	Blood and Bacon	8.4	34119	2016
25	Kingdom Rush Frontiers - Tower Defense	8.4	9248	2016
26	Plague Inc: Evolved	8.38	54793	2016
27	Mad Father	8.38	5543	2016
28	Rusty Lake: Roots	8.37	7470	2016
29	Glass Masquerade	8.37	6550	2016
30	Grim Dawn	8.36	98977	2016
31	The Jackbox Party Pack 3	8.36	6249	2016
32	Rabi-Ribi	8.35	11793	2016
33	TY the Tasmanian Tiger	8.34	2579	2016
34	Pony Island	8.33	17060	2016
35	Day of the Tentacle Remastered	8.33	4391	2016
36	Bit Blaster XL	8.33	6138	2016
37	Rusty Lake Hotel	8.33	8911	2016
38	klocki	8.32	4642	2016
39	SpeedRunners	8.31	36557	2016
40	Montaro	8.3	12123	2016
41	The Elder Scrolls V: Skyrim Special Edition	8.3	330557	2016
42	Starbound	8.28	164720	2016
43	Devil Daggers	8.28	9005	2016
44	FINAL FANTASY IX	8.27	11591	2016
45	EARTH DEFENSE FORCE 4.1 The Shadow of New Despair	8.27	9982	2016
46	Zup! 2	8.27	6762	2016
47	DEADBOLT	8.26	5397	2016
48	Lucy -The Eternity She Wished For-	8.26	8039	2016
49	Scrap Mechanic	8.26	112481	2016
50	ASTRONEER	8.26	127567	2016
51	LiEat	8.25	4417	2016
52	Learn to Fly 3	8.25	10239	2016
53	Farming Simulator 17	8.24	24876	2016
54	Hello Charlotte EP2: Requiem Aeternam Deo	8.24	1874	2016
55	Transmissions: Element 120	8.23	9775	2016
56	Darkest Dungeon®	8.23	147449	2016
57	GUILTY GEAR Xrd REV 2	8.23	10492	2016
58	The Lab	8.23	6324	2016
59	Crazy Machines 3	8.23	9857	2016
60	MANDAGON	8.22	5660	2016
61	The Thrill of the Fight - VR Boxing	8.21	3935	2016
62	Clustertruck	8.21	16867	2016
63	Epistory - Typing Chronicles	8.21	6541	2016
64	Trick & Treat	8.21	2349	2016
65	BLUE REVOLVER	8.21	725	2016
66	Higurashi When They Cry Hou - Ch.3 Tatarigoroshi	8.2	938	2016
67	Shakes and Fidget	8.2	36499	2016
68	ABZU	8.2	25926	2016
69	Zup!	8.2	8742	2016
70	Angels of Death	8.19	4878	2016
71	SHENZHEN I/O	8.19	4128	2016
72	The House in Fata Morgana	8.19	4910	2016
73	Hyper Light Drifter	8.19	17545	2016
74	Wuppo: Definitive Edition	8.18	5709	2016
75	Momodora: Reverie Under The Moonlight	8.17	11187	2016
